Model year,Make,Model,Vehicle class,Engine size,Cylinders,Transmission,Fuel type,City,Highway,Combined,Combined (mpg),CO2 emissions
2021,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,E,22.3,17.0,19.9,14,331
2021,Ford,Transit Connect Van,Special purpose vehicle,2.0,4,AS8,X,9.8,8.8,9.3,30,217
2021,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4,AS8,X,9.8,8.8,9.3,30,217
2021,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4,AS8,E,13.3,11.8,12.6,22,209
2021,Ford,Transit Connect Van,Special purpose vehicle,2.5,4,AS6,X,12.0,8.8,10.6,27,247
2021,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.0,4,AS8,X,9.9,8.2,9.2,31,214
2021,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4,AS8,X,9.9,8.2,9.2,31,214
2021,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4,AS8,E,13.7,11.1,12.5,23,208
2021,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4,AS6,X,12.1,9.0,10.7,26,251
2021,Genesis,G70,Compact,2.0,4,M6,Z,12.8,8.5,10.9,26,255
2021,Genesis,G70 AWD,Compact,2.0,4,AS8,Z,11.4,8.5,10.1,28,236
2021,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,14.1,9.5,12.0,24,284
2021,Genesis,G80 AWD,Full-size,2.5,4,AS8,Z,10.8,7.9,9.5,30,225
2021,Genesis,G80 AWD,Full-size,3.5,6,AS8,Z,12.9,9.0,11.2,25,262
2021,Genesis,G90 AWD,Full-size,5.0,8,AS8,Z,15.0,10.1,12.8,22,303
2021,Genesis,GV80 AWD,Sport utility vehicle: Standard,2.5,4,AS8,Z,11.3,9.5,10.5,27,248
2021,Genesis,GV80 AWD,Sport utility vehicle: Standard,3.5,6,AS8,Z,12.9,10.4,11.8,24,279
2021,GMC,Acadia,Sport utility vehicle: Standard,2.0,4,A9,X,10.6,8.0,9.4,30,221
2021,GMC,Acadia,Sport utility vehicle: Standard,2.5,4,A9,X,11.3,8.9,10.2,28,238
2021,GMC,Acadia,Sport utility vehicle: Standard,3.6,6,A9,X,12.2,8.8,10.7,26,250
2021,GMC,Acadia AWD,Sport utility vehicle: Standard,2.0,4,A9,X,10.6,8.7,9.7,29,227
2021,GMC,Acadia AWD,Sport utility vehicle: Standard,3.6,6,A9,X,12.5,9.0,10.9,26,256
2021,GMC,Canyon,Pickup truck: Small,2.5,4,A6,X,12.2,9.4,10.9,26,257
2021,GMC,Canyon,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,28,294
2021,GMC,Canyon,Pickup truck: Small,3.6,6,A8,X,12.9,9.3,11.3,25,263
2021,GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A6,X,12.7,9.9,11.4,25,268
2021,GMC,Canyon 4WD,Pickup truck: Small,2.8,4,A6,D,12.2,8.4,10.5,27,294
2021,GMC,Canyon 4WD,Pickup truck: Small,3.6,6,A8,X,14.9,10.9,13.1,22,306
2021,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.2,25,263
2021,GMC,Sierra WT,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.2,25,263
2021,GMC,Sierra,Pickup truck: Standard,3.0,6,A10,D,10.2,7.8,9.1,31,245
2021,GMC,Sierra,Pickup truck: Standard,4.3,6,A6,X,15.1,11.5,13.5,21,318
2021,GMC,Sierra,Pickup truck: Standard,5.3,8,A6,X,15.8,11.4,13.8,20,325
2021,GMC,Sierra (Without AFM),Pickup truck: Standard,5.3,8,A6,X,16.7,11.4,14.3,20,336
2021,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,X,16.2,12.3,14.5,19,340
2021,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,E,21.5,16.0,19.0,15,315
2021,GMC,Sierra,Pickup truck: Standard,5.3,8,A8,X,14.0,10.1,12.3,23,288
2021,GMC,Sierra (Without DFM),Pickup truck: Standard,5.3,8,A8,X,16.0,10.9,13.7,21,321
2021,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,X,13.0,11.4,12.3,23,288
2021,GMC,Sierra 4WD WT,Pickup truck: Standard,2.7,4,A8,X,13.3,11.8,12.6,22,295
2021,GMC,Sierra 4WD,Pickup truck: Standard,3.0,6,A10,D,10.6,9.2,10.0,28,268
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,3.0,6,A10,D,10.6,9.2,10.0,28,268
2021,GMC,Sierra 4WD,Pickup truck: Standard,4.3,6,A6,X,15.8,11.9,14.0,20,329
2021,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A6,X,16.0,11.8,14.1,20,331
2021,GMC,Sierra 4WD (Without AFM),Pickup truck: Standard,5.3,8,A6,X,17.3,11.8,14.8,19,348
2021,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16.5,12.8,14.8,19,347
2021,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,22.0,16.4,19.5,14,326
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A6,X,16.7,13.1,15.1,19,355
2021,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A8,X,15.2,11.1,13.3,21,313
2021,GMC,Sierra 4WD (Without DFM),Pickup truck: Standard,5.3,8,A8,X,17.4,11.7,14.8,19,349
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A8,X,15.2,11.1,13.3,21,312
2021,GMC,Sierra 4WD AT4 (Without DFM),Pickup truck: Standard,5.3,8,A8,X,17.4,11.7,14.8,19,348
2021,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,X,14.3,10.7,12.7,22,298
2021,GMC,Sierra 4WD (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,X,15.3,11.0,13.3,21,313
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A10,X,14.7,11.2,13.1,22,307
2021,GMC,Sierra 4WD AT4 (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,X,15.6,11.4,13.7,21,321
2021,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.1,11.5,13.5,21,316
2021,GMC,Sierra 4WD (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,16.2,12.0,14.3,20,335
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,6.2,8,A10,Z,15.7,12.4,14.2,20,332
2021,GMC,Sierra 4WD AT4 (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,16.8,12.7,15.0,19,352
2021,GMC,Terrain,Sport utility vehicle: Small,1.5,4,A9,X,9.2,7.8,8.6,33,201
2021,GMC,Terrain AWD,Sport utility vehicle: Small,1.5,4,A9,X,9.6,8.3,9.0,31,211
2021,GMC,Yukon,Sport utility vehicle: Standard,3.0,6,A10,D,11.3,8.6,10.1,28,272
2021,GMC,Yukon,Sport utility vehicle: Standard,5.3,8,A10,X,14.3,11.8,13.2,21,309
2021,GMC,Yukon (Without Stop-Start),Sport utility vehicle: Standard,5.3,8,A10,X,15.3,12.0,13.8,20,325
2021,GMC,Yukon 4WD,Sport utility vehicle: Standard,3.0,6,A10,D,12.0,8.9,10.6,27,277
2021,GMC,Yukon 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,14.8,11.8,13.5,21,317
2021,GMC,Yukon 4WD (Without Stop-Start),Sport utility vehicle: Standard,5.3,8,A10,X,15.5,12.0,13.9,20,327
2021,GMC,Yukon 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.8,12.4,14.8,19,347
2021,GMC,Yukon 4WD (Without Stop-Start),Sport utility vehicle: Standard,6.2,8,A10,Z,17.5,12.6,15.3,18,357
2021,GMC,Yukon XL,Sport utility vehicle: Standard,3.0,6,A10,D,11.3,8.6,10.1,28,272
2021,GMC,Yukon XL,Sport utility vehicle: Standard,5.3,8,A10,X,14.3,11.8,13.2,21,309
2021,GMC,Yukon XL (Without Stop-Start),Sport utility vehicle: Standard,5.3,8,A10,X,15.3,12.0,13.8,20,325
2021,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,3.0,6,A10,D,12.0,8.9,10.6,27,277
2021,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,15.3,12.4,14.0,20,328
2021,GMC,Yukon XL 4WD (Without Stop-Start),Sport utility vehicle: Standard,5.3,8,A10,X,16.0,12.6,14.5,19,341
2021,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.8,12.4,14.8,19,347
2021,GMC,Yukon XL 4WD (Without Stop-Start),Sport utility vehicle: Standard,6.2,8,A10,Z,17.5,12.6,15.3,18,357
2021,Honda,Accord,Full-size,1.5,4,AV,X,7.8,6.5,7.2,39,168
2021,Honda,Accord Sport/Touring,Full-size,1.5,4,AV7,X,8.1,6.8,7.5,38,176
2021,Honda,Accord Sport/Touring,Full-size,2.0,4,AS10,X,10.4,7.4,9.1,31,211
2021,Honda,Accord Hybrid,Full-size,2.0,4,AV,X,5.0,5.0,5.0,56,117
2021,Honda,Accord Hybrid Sport/Touring,Full-size,2.0,4,AV,X,5.3,5.7,5.5,51,129
2021,Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8.1,6.4,7.3,39,171
2021,Honda,Civic Hatchback Sport,Full-size,1.5,4,AV7,Z,8.0,6.6,7.4,38,172
2021,Honda,Civic Hatchback Sport,Full-size,1.5,4,M6,Z,8.1,6.4,7.3,39,171
2021,Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,7.8,6.2,7.1,40,165
2021,Honda,Civic Sedan,Mid-size,2.0,4,AV,X,7.9,6.1,7.1,40,167
2021,Honda,Civic Sedan,Mid-size,2.0,4,AV7,X,8.2,6.5,7.4,38,172
2021,Honda,Civic Type R,Full-size,2.0,4,M6,Z,10.5,8.4,9.6,29,223
2021,Honda,CR-V,Sport utility vehicle: Small,1.5,4,AV,X,8.3,7.0,7.7,37,180
2021,Honda,CR-V AWD,Sport utility vehicle: Small,1.5,4,AV,X,8.7,7.4,8.1,35,189
2021,Honda,HR-V,Station wagon: Small,1.8,4,AV,X,8.4,7.0,7.8,36,181
2021,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,X,8.8,7.5,8.2,34,193
2021,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,X,9.1,7.7,8.5,33,200
2021,Honda,Insight EX,Mid-size,1.5,4,AV,X,4.6,5.3,4.9,58,115
2021,Honda,Insight Touring,Compact,1.5,4,AV,X,4.6,5.3,4.9,58,115
2021,Honda,Odyssey,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,27,248
2021,Honda,Passport AWD,Sport utility vehicle: Small,3.5,6,AS9,X,12.5,9.8,11.3,25,265
2021,Honda,Pilot AWD,Sport utility vehicle: Small,3.5,6,AS9,X,12.4,9.3,11.0,26,256
2021,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,X,12.8,9.9,11.5,25,271
2021,Hyundai,Elantra,Mid-size,1.6,4,AM7,X,8.4,6.6,7.6,37,179
2021,Hyundai,Elantra,Mid-size,2.0,4,AV1,X,7.5,5.7,6.7,42,157
2021,Hyundai,Elantra (ISG),Mid-size,2.0,4,AV1,X,7.1,5.5,6.4,44,152
2021,Hyundai,Elantra,Mid-size,2.0,4,M6,X,9.1,6.3,7.8,36,185
2021,Hyundai,Elantra Hybrid Blue,Mid-size,1.6,4,AM6,X,4.5,4.2,4.4,64,103
2021,Hyundai,IONIQ,Full-size,1.6,4,AM6,X,4.3,4.1,4.2,67,99
2021,Hyundai,IONIQ Blue,Full-size,1.6,4,AM6,X,4.0,3.9,4.0,71,94
2021,Hyundai,Kona,Sport utility vehicle: Small,2.0,4,AS6,X,8.6,7.0,7.9,36,187
2021,Hyundai,Kona AWD,Sport utility vehicle: Small,1.6,4,AM7,X,9.0,8.0,8.6,33,201
2021,Hyundai,Kona AWD,Sport utility vehicle: Small,2.0,4,AS6,X,9.2,7.8,8.6,33,202
2021,Hyundai,Palisade,Sport utility vehicle: Standard,3.8,6,AS8,X,11.9,8.8,10.5,27,250
2021,Hyundai,Palisade AWD,Sport utility vehicle: Standard,3.8,6,AS8,X,12.3,9.6,11.1,25,265
2021,Hyundai,Santa Fe,Sport utility vehicle: Small,2.5,4,AS8,X,9.6,8.5,9.1,31,214
2021,Hyundai,Santa Fe AWD,Sport utility vehicle: Small,2.5,4,AM8,X,11.0,8.5,9.9,29,233
2021,Hyundai,Santa Fe AWD,Sport utility vehicle: Small,2.5,4,AS8,X,10.6,9.3,10.0,28,235
2021,Hyundai,Santa Fe Hybrid,Sport utility vehicle: Small,1.6,4,AM6,X,7.1,7.9,7.4,38,176
2021,Hyundai,Sonata,Full-size,1.6,4,AS8,X,8.8,6.4,7.7,37,182
2021,Hyundai,Sonata,Full-size,2.5,4,AM8,X,10.1,7.2,8.8,32,208
2021,Hyundai,Sonata,Full-size,2.5,4,AS8,X,8.8,6.4,7.7,37,182
2021,Hyundai,Sonata Hybrid,Full-size,2.0,4,AM6,X,5.3,4.6,5.0,56,117
2021,Hyundai,Tucson,Sport utility vehicle: Small,2.0,4,AS6,X,10.0,7.9,9.1,31,216
2021,Hyundai,Tucson AWD,Sport utility vehicle: Small,2.0,4,AS6,X,10.8,9.2,10.1,28,239
2021,Hyundai,Tucson AWD,Sport utility vehicle: Small,2.4,4,AS6,X,11.0,9.1,10.1,28,241
2021,Hyundai,Veloster N,Compact,2.0,4,AM8,Z,12.0,8.6,10.5,27,248
2021,Hyundai,Veloster N,Compact,2.0,4,M6,Z,10.6,8.3,9.5,30,226
2021,Hyundai,Venue,Mid-size,1.6,4,AV1,X,7.9,7.0,7.5,38,178
2021,Hyundai,Venue,Mid-size,1.6,4,M6,X,8.6,6.8,7.8,36,184
2021,Infiniti,Q50 AWD,Mid-size,3.0,6,AS7,Z,12.5,8.7,10.8,26,254
2021,Infiniti,Q50 AWD Red Sport,Mid-size,3.0,6,AS7,Z,12.5,9.3,11.1,25,261
2021,Infiniti,Q60 AWD,Subcompact,3.0,6,AS7,Z,12.3,8.7,10.7,26,252
2021,Infiniti,Q60 AWD Red Sport,Subcompact,3.0,6,AS7,Z,12.5,9.2,11.0,26,259
2021,Infiniti,QX50 AWD,Sport utility vehicle: Small,2.0,4,AV8,Z,10.8,8.3,9.7,29,229
2021,Infiniti,QX80 4WD,Sport utility vehicle: Standard,5.6,8,AS7,Z,17.6,12.2,15.1,19,356
2021,Jaguar,E-PACE P250,Sport utility vehicle: Small,2.0,4,AS9,Z,11.5,9.2,10.4,27,247
2021,Jaguar,E-PACE P300,Sport utility vehicle: Small,2.0,4,AS9,Z,11.3,9.2,10.3,27,245
2021,Jaguar,F-PACE P250,Sport utility vehicle: Small,2.0,4,AS8,Z,10.7,8.8,9.9,29,227
2021,Jaguar,F-PACE P340,Sport utility vehicle: Small,3.0,6,AS8,Z,12.0,8.8,10.6,27,250
2021,Jaguar,F-PACE P400,Sport utility vehicle: Small,3.0,6,AS8,Z,12.1,9.0,10.7,26,252
2021,Jaguar,F-PACE SVR,Sport utility vehicle: Small,5.0,8,AS8,Z,15.4,10.9,13.4,21,316
2021,Jaguar,F-TYPE P300 Convertible,Two-seater,2.0,4,AS8,Z,10.2,7.8,9.2,31,215
2021,Jaguar,F-TYPE P300 Coupe,Two-seater,2.0,4,AS8,Z,10.2,7.8,9.2,31,215
2021,Jaguar,F-TYPE P380 Convertible AWD,Two-seater,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
2021,Jaguar,F-TYPE P380 Coupe AWD,Two-seater,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
2021,Jaguar,F-TYPE R Convertible AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,22,299
2021,Jaguar,F-TYPE R Coupe AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,22,299
2021,Jaguar,XF P250,Mid-size,2.0,4,AS8,Z,9.4,7.1,8.4,34,197
2021,Jaguar,XF P300 AWD,Mid-size,2.0,4,AS8,Z,10.6,7.7,9.3,30,219
2021,Jeep,Cherokee,Sport utility vehicle: Small,2.0,4,A9,X,10.4,7.6,9.1,31,214
2021,Jeep,Cherokee,Sport utility vehicle: Small,2.4,4,A9,X,10.8,7.5,9.3,30,219
2021,Jeep,Cherokee,Sport utility vehicle: Small,3.2,6,A9,X,11.9,8.2,10.2,28,240
2021,Jeep,Cherokee 4X4 Active Drive I,Sport utility vehicle: Small,2.0,4,A9,X,11.2,8.0,9.8,29,229
2021,Jeep,Cherokee 4X4 Active Drive I,Sport utility vehicle: Small,2.4,4,A9,X,11.2,8.0,9.8,29,230
2021,Jeep,Cherokee 4X4 Active Drive I,Sport utility vehicle: Small,3.2,6,A9,X,12.2,8.6,10.6,27,249
2021,Jeep,Cherokee 4X4 Active Drive II,Sport utility vehicle: Small,2.0,4,A9,X,11.5,8.6,10.2,28,240
2021,Jeep,Cherokee 4X4 Active Drive II,Sport utility vehicle: Small,3.2,6,A9,X,12.8,9.0,11.1,25,259
2021,Jeep,Cherokee 4X4 Active Drive Lock,Sport utility vehicle: Small,3.2,6,A9,X,12.9,9.7,11.5,25,268
2021,Jeep,Compass,Sport utility vehicle: Small,2.4,4,A6,X,10.6,7.6,9.3,30,218
2021,Jeep,Compass 4X4,Sport utility vehicle: Small,2.4,4,A9,X,10.8,7.8,9.5,30,222
2021,Jeep,Gladiator 4X4 EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,10.8,8.5,9.8,29,263
2021,Jeep,Gladiator 4X4 Rubicon EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,11.0,8.7,10.0,28,271
2021,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,A8,X,13.7,10.7,12.3,23,290
2021,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,M6,X,14.3,10.4,12.6,22,296
2021,Jeep,Grand Cherokee 4X4,Sport utility vehicle: Standard,3.6,6,A8,X,12.7,9.6,11.3,25,265
2021,Jeep,Grand Cherokee 4X4,Sport utility vehicle: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331
2021,Jeep,Grand Cherokee 4X4 SRT,Sport utility vehicle: Standard,6.4,8,A8,Z,18.3,12.6,15.7,18,368
2021,Jeep,Grand Cherokee 4X4 Trackhawk,Sport utility vehicle: Standard,6.2,8,A8,Z,20.9,13.8,17.7,16,413
2021,Jeep,Grand Cherokee L 4X4,Sport utility vehicle: Standard,3.6,6,A8,X,13.0,9.4,11.3,25,266
2021,Jeep,Grand Cherokee L 4X4,Sport utility vehicle: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331
2021,Jeep,Renegade,Sport utility vehicle: Small,1.3,4,A9,X,9.8,7.4,8.7,32,204
2021,Jeep,Renegade,Sport utility vehicle: Small,2.4,4,A9,X,10.8,7.8,9.5,30,222
2021,Jeep,Renegade 4X4,Sport utility vehicle: Small,1.3,4,A9,X,10.1,8.1,9.2,31,222
2021,Jeep,Renegade 4X4 Trailhawk,Sport utility vehicle: Small,1.3,4,A9,X,10.8,8.7,9.9,29,231
2021,Jeep,Renegade 4X4,Sport utility vehicle: Small,2.4,4,A9,X,11.2,8.2,9.8,29,230
2021,Jeep,Wrangler JL 4X4,Sport utility vehicle: Small,2.0,4,A8,X,10.7,9.8,10.3,27,241
2021,Jeep,Wrangler JL 4X4,Sport utility vehicle: Small,3.6,6,A8,X,12.8,10.4,11.8,24,274
2021,Jeep,Wrangler JL 4X4 eTorque,Sport utility vehicle: Small,3.6,6,A8,X,12.0,9.8,11.0,26,258
2021,Jeep,Wrangler JL 4X4,Sport utility vehicle: Small,3.6,6,M6,X,13.7,9.6,11.8,24,277
2021,Jeep,Wrangler JL Unlimited 4X4,Sport utility vehicle: Small,2.0,4,A8,X,11.5,9.9,10.8,26,251
2021,Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,Sport utility vehicle: Small,3.0,6,A8,D,10.6,8.1,9.5,30,255
2021,Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,Sport utility vehicle: Small,3.0,6,A8,D,11.2,9.0,10.2,28,275
2021,Jeep,Wrangler JL Unlimited 4X4,Sport utility vehicle: Small,3.6,6,A8,X,12.9,10.7,11.9,24,280
2021,Jeep,Wrangler JL Unlimited 4X4 eTorque,Sport utility vehicle: Small,3.6,6,A8,X,12.3,9.9,11.2,25,262
2021,Jeep,Wrangler JL Unlimited 4X4,Sport utility vehicle: Small,3.6,6,M6,X,13.8,10.1,12.2,23,285
2021,Kia,Forte,Mid-size,1.6,4,AM7,X,8.7,6.6,7.8,36,184
2021,Kia,Forte,Mid-size,2.0,4,AV,X,7.8,5.9,6.9,41,164
2021,Kia,Forte,Mid-size,2.0,4,M6,X,8.6,6.4,7.6,37,180
2021,Kia,Forte 5,Full-size,1.6,4,AM7,X,8.9,6.9,8.0,35,190
2021,Kia,Forte 5,Full-size,1.6,4,M6,X,9.9,7.6,8.8,32,209
2021,Kia,Forte 5,Full-size,2.0,4,AV,X,8.0,6.0,7.1,40,169
2021,Kia,K5,Full-size,2.5,4,AM8,X,9.9,7.3,8.7,32,207
2021,Kia,K5 AWD,Full-size,1.6,4,AS8,X,9.2,6.9,8.2,34,193
2021,Kia,Niro,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,61,110
2021,Kia,Niro FE,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,61,110
2021,Kia,Niro Touring,Station wagon: Small,1.6,4,AM6,X,5.0,5.6,5.3,53,124
2021,Kia,Rio,Compact,1.6,4,AV1,X,7.2,6.0,6.7,42,159
2021,Kia,Rio,Compact,1.6,4,M6,X,7.7,6.1,7.0,40,166
2021,Kia,Sedona,Minivan,3.3,6,AS8,X,12.7,10.0,11.5,25,272
2021,Kia,Seltos,Sport utility vehicle: Small,2.0,4,AV8,X,8.2,7.1,7.7,37,182
2021,Kia,Seltos AWD,Sport utility vehicle: Small,1.6,4,AM7,X,9.4,7.9,8.7,32,205
2021,Kia,Seltos AWD,Sport utility vehicle: Small,2.0,4,AV8,X,8.8,7.6,8.2,34,195
2021,Kia,Sorento AWD,Sport utility vehicle: Small,2.5,4,AM8,X,11.1,8.4,9.9,29,233
2021,Kia,Sorento AWD,Sport utility vehicle: Small,2.5,4,AS8,X,10.1,9.2,9.7,29,227
2021,Kia,Soul,Station wagon: Small,2.0,4,AV,X,8.5,7.0,7.9,36,187
2021,Kia,Sportage,Sport utility vehicle: Small,2.4,4,AS6,X,10.1,7.6,9.0,31,214
2021,Kia,Sportage AWD,Sport utility vehicle: Small,2.0,4,AS6,X,12.1,9.6,11.0,26,261
2021,Kia,Sportage AWD,Sport utility vehicle: Small,2.4,4,AS6,X,10.7,9.0,10.0,28,237
2021,Kia,Stinger AWD,Mid-size,3.3,6,AS8,Z,13.6,9.6,11.8,24,279
2021,Kia,Telluride AWD,Sport utility vehicle: Small,3.8,6,AS8,X,12.6,9.7,11.3,25,265
2021,Lamborghini,Aventador Coupe S,Two-seater,6.5,12,AM7,Z,27.9,15.7,22.4,13,520
2021,Lamborghini,Aventador Coupe SVJ,Two-seater,6.5,12,AM7,Z,27.9,15.7,22.4,13,520
2021,Lamborghini,Aventador Roadster S,Two-seater,6.5,12,AM7,Z,27.3,15.9,22.2,13,515
2021,Lamborghini,Aventador Roadster SVJ,Two-seater,6.5,12,AM7,Z,27.3,15.9,22.2,13,515
2021,Lamborghini,Aventador Sian Coupe,Two-seater,6.5,12,AM7,Z,28.3,16.8,23.1,12,539
2021,Lamborghini,Aventador Sian Roadster,Two-seater,6.5,12,AM7,Z,28.3,16.8,23.1,12,539
2021,Lamborghini,Huracan,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,18,370
2021,Lamborghini,Huracan AWD,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,18,371
2021,Lamborghini,Huracan Spyder,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,18,370
2021,Lamborghini,Huracan Spyder AWD,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,18,371
2021,Lamborghini,Huracan STO,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,18,370
2021,Lamborghini,Urus,Sport utility vehicle: Standard,4.0,8,AS8,Z,19.2,14.1,16.9,17,384
2021,Land Rover,Defender 90 P300,Sport utility vehicle: Standard,2.0,4,AS8,Z,13.2,11.3,12.3,23,289
2021,Land Rover,Defender 90 P400,Sport utility vehicle: Standard,3.0,6,AS8,Z,13.5,10.8,12.3,23,287
2021,Land Rover,Defender 110 P300,Sport utility vehicle: Standard,2.0,4,AS8,Z,14.2,11.7,13.0,22,306
2021,Land Rover,Defender 110 P400,Sport utility vehicle: Standard,3.0,6,AS8,Z,13.5,10.8,12.3,23,287
2021,Land Rover,Discovery P300,Sport utility vehicle: Standard,2.0,4,AS8,Z,12.2,10.6,11.5,25,271
2021,Land Rover,Discovery P360,Sport utility vehicle: Standard,3.0,6,AS8,Z,12.8,9.8,11.4,25,270
2021,Land Rover,Discovery Sport P250,Sport utility vehicle: Small,2.0,4,AS9,Z,12.7,10.0,11.5,25,271
2021,Land Rover,Range Rover P360/P400,Sport utility vehicle: Standard,3.0,6,AS8,Z,13.3,10.2,11.9,24,279
2021,Land Rover,Range Rover Td6 Diesel,Sport utility vehicle: Standard,3.0,6,AS8,D,10.6,8.2,9.5,30,256
2021,Land Rover,Range Rover P525 Supercharged,Sport utility vehicle: Standard,5.0,8,AS8,Z,14.4,11.3,13.0,22,305
2021,Land Rover,Range Rover P525 Supercharged LWB,Sport utility vehicle: Standard,5.0,8,AS8,Z,14.4,11.3,13.0,22,305
2021,Land Rover,Range Rover SVAutobiography,Sport utility vehicle: Standard,5.0,8,AS8,Z,17.1,12.6,15.1,19,354
2021,Land Rover,Range Rover SVAutobiography LWB,Sport utility vehicle: Standard,5.0,8,AS8,Z,17.9,12.7,15.6,18,365
2021,Land Rover,Range Rover Sport P360/P400,Sport utility vehicle: Standard,3.0,6,AS8,Z,12.7,9.9,11.4,25,269
2021,Land Rover,Range Rover Sport Td6 Diesel,Sport utility vehicle: Standard,3.0,6,AS8,D,10.6,8.2,9.5,30,256
2021,Land Rover,Range Rover Sport P525 Supercharged,Sport utility vehicle: Standard,5.0,8,AS8,Z,14.0,10.6,12.5,23,293
2021,Land Rover,Range Rover Sport SVR,Sport utility vehicle: Standard,5.0,8,AS8,Z,16.2,12.0,14.3,20,336
2021,Land Rover,Range Rover Evoque P250,Sport utility vehicle: Small,2.0,4,AS9,Z,11.9,8.8,10.5,27,247
2021,Land Rover,Range Rover Velar P250,Sport utility vehicle: Small,2.0,4,AS8,Z,11.5,9.0,10.4,27,244
2021,Land Rover,Range Rover Velar P340,Sport utility vehicle: Small,3.0,6,AS8,Z,11.8,9.0,10.5,27,248
2021,Land Rover,Range Rover Velar P400,Sport utility vehicle: Small,3.0,6,AS8,Z,12.6,9.6,11.3,25,265
2021,Lexus,ES 250 AWD,Mid-size,2.5,4,AS8,X,9.5,7.0,8.4,34,197
2021,Lexus,ES 300h,Mid-size,2.5,4,AV6,X,5.5,5.2,5.3,53,124
2021,Lexus,ES 350,Mid-size,3.5,6,AS8,X,10.7,7.2,9.1,31,213
2021,Lexus,ES 350 F SPORT,Mid-size,3.5,6,AS8,X,10.9,7.5,9.4,30,219
2021,Lexus,GX 460,Sport utility vehicle: Standard,4.6,8,AS6,Z,16.2,12.3,14.5,19,337
2021,Lexus,IS 300,Compact,2.0,4,AS8,Z,11.0,7.6,9.5,30,221
2021,Lexus,IS 300 AWD,Compact,3.5,6,AS6,Z,12.2,9.0,10.8,26,253
